LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM
LUMILEDS LIGHTING LLC,SAN JOSE,CA,95134,DIRECTOR OF MANUFACTURING,160000
ADOBE SYSTEMS INCORPORATED,SAN JOSE,CA,95110,SOFTWARE ENGINEER,120000
NVIDIA CORPORATION,SANTA CLARA,CA,95050,SENIOR ARCHITECT (COMPUTER),104770
OSI CONSULTING INC.,WOODLAND HILLS,CA,91367,PRINCIPAL CONSULTANT,115000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,UI DESIGNER,99000
ENTROSPECT SOLUTIONS CORP.,COSTA MESA,CA,92626,COMPUTER PROGRAMMER,55000
APPLE INC.,CUPERTINO,CA,95014,SENIOR PANEL DESIGN ENGINEER,120000
"INTERNATIONAL DAILY NEWS, INC.",MONTEREY PARK,CA,91754,ACCOUNTANT/FINANCIAL ANALYST,47382
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,"DATA SERVICES ENGINEER, ETL",125000
APN SOFTWARE SERVICES INC.,NEWARK,CA,94560,USER EXPERIENCE DESIGNER,90000
SUGAR BOWL SKI TEAM FOUNDATION,NORDEN,CA,95724,ASSISTANT WOMEN'S ACADEMY TEAM COACH AND CONDITION,34446
HOKTO KINOKO CO.,SAN MARCOS,CA,92069,INTERPRETER AND TRANSLATOR,33259
"MEDIMPACT HEALTHCARE SYSTEMS, INC.",SAN DIEGO,CA,92131,SOFTWARE ENGINEER IV,100785.5
"DISNEY ONLINE, PART OF THE WALT DISNEY COMPANY",PALO ALTO,CA,94306,"DIRECTOR, BUSINESS INTELLIGENCE PROGRAM",146260
LIFETIME MONTESSORI SCHOOL,SAN DIEGO,CA,92127,PRESCHOOL TEACHER,3250
"CYMER, INC.",SAN DIEGO,CA,92127,MATERIALS ENGINEER (SCIENTIST),87100
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (PRINCIPAL CONSULTANT),90000
INGRAM MICRO INC.,SANTA ANA,CA,92705,TEAM LEADER IS - RELEASE,1.00E+05
"GLASSPOINT SOLAR, INC.",FREMONT,CA,94538,SR. MECHANICAL ENGINEER,88000
ANRITSU COMPANY,MORGAN HILL,CA,95037-2809,SOFTWARE ENGINEER,94675
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, ASIC DESIGN VERIFICATION",75000
INTEL CORPORATION,SANTA CLARA,CA,95054,COMPONENT DESIGN ENGINEER,81307
TRULIA INC.,SAN FRANCISCO,CA,94105,DATA MAPPING ANALYST (COMPUTER SYSTEMS ANALYST),77709
HOULIHAN LOKEY HOWARD AND ZUKIN,LOS ANGELES,CA,90067,FINANCIAL ANALYST,60000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, ASIC DESIGN",76000
"THE RUBICON PROJECT, INC.",LOS ANGELES,CA,90025,JR. SOFTWARE ENGINEER,76000
BANK OF THE WEST,SAN RAMON,CA,94583,SENIOR ETL DEVELOPER - IT ENTERPRISE INFORMATION M,1.00E+05
DECITECH CONSULTING INC,FREMONT,CA,94538,SOFTWARE ENGINEER (APPLICATIONS),82930
JAY SHREE KRISN INC,UPLAND,CA,91786,OPERATIONS MANAGER,38400
HTN WIRELESS LLC,IRVINE,CA,92620,RF ELECTRONICS ENGINEER (COMMUNICATIONS),77000
CHI THERAPY CENTER,LAKE FOREST,CA,92630,ACUPUNCTURIST,15.7
WEBFILINGS LLC,LOS ALTOS,CA,94022,SOFTWARE ENGINEER,82930
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,64480
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST- I,66000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
FAIR ISAAC CORPORATION,SAN RAFAEL,CA,94903,PRE-SALES CONSULTING - SENIOR CONSULTANT,105914
FEDERAL RESERVE BANK OF SAN FRANCISCO,SAN FRANCISCO,CA,94105,AUDITOR III,90000
INTEL CORPORATION,SANTA CLARA,CA,95054,HARDWARE ENGINEER,93850
"EBATES PERFORMANCE MARKETING, INC.",SAN FRANCISCO,CA,94107,BUSINESS INTELLIGENCE ARCHITECT,125000
APPLE INC.,CUPERTINO,CA,95014,RF SYSTEMS ENGINEER - IPHONE,1.00E+05
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SR. SOFTWARE ENGINEER,155000
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,SALES ENGINEER,104100
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,CA,95134,TEST ENGINEER,118000
"UNID OCEAN TRANSPORT, INC.",EL MONTE,CA,91731,ACCOUNTANT/FINANCIAL ANALYST,47382
"STRATEDGE, INC",SAN RAMON,CA,94583,PROGRAMMER ANALYST,62000
"PLANTRONICS, INC.",SANTA CRUZ,CA,95060,SOFTWARE QUALITY ASSURANCE ENGINEER,65000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,SR. DELIVERY MANAGER,84365
APPLE INC.,CUPERTINO,CA,95014,SOFTWARE ENGINEER APPS 3,110000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SOFTWARE ENGINEER,78811.2
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POSTSECO",51377.96
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,99653
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),107000
APPLE INC.,CUPERTINO,CA,95014,SOFTWARE ENGINEER APPS 4,128405
"BODHTREE SOLUTIONS,INC",FREMONT,CA,94539,PROGRAMMER ANALSYT,90000
"SOURCEBITS, INC.",SAN FRANCISCO,CA,94108,SOLUTIONS ARCHITECT,63107
SPARTA CONSULTING INC.,FOLSOM,CA,95630,SENIOR CONSULTANT,115000
"ENCINO SURGICAL INSTITUTE, A MEDICAL CORPORATION",ENCINO,CA,91436,MEDICAL EQUIPMENT ENGINEER,62400
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,157700
NEC CORPORATION OF AMERICA,SANTA CLARA,CA,95050,DATABASE ENGINEER- SENIOR,105000
"INTEGRATED DEVICE TECHNOLOGY, INC.",SAN JOSE,CA,95138,SENIOR MEMS ENGINEER,112715
"VMWARE, INC.",PALO ALTO,CA,94304,SR. PROGRAM MANAGER - PRODUCT SECURITY,140000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,143800
INTEL CORPORATION,SANTA CLARA,CA,95054,MECHANICAL ENGINEER,73112
APPLE INC.,CUPERTINO,CA,95014,SW DEVELOP ENG 3,100035
"HALLMARK REHABILITATION GP, LLC",FOOTHILL RANCH,CA,92610,PHYSICAL THERAPIST,44
APPLE INC.,CUPERTINO,CA,95014,ASIC DESIGN ENG 4,147290
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,68000
"AGREEYA SOLUTIONS, INC.",FOLSOM,CA,95630,SOFTWARE ENGINEER,78624
"BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A.",SAN FRANCISCO,CA,94105,ASSOCIATE,107099
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,163000
PADRES L.P.,SAN DIEGO,CA,92101,"MANAGER, COMMUNITY RELATIONS",45261
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,54288
APPLE INC.,CUPERTINO,CA,95014,SW DEVELOP ENG 3,107000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,PSO SENIOR TECHNICAL ACCOUNT MANAGER,138000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,SR. DELIVERY MANAGER,87360
"TELEDYNE RD INSTRUMENTS, INC.",POWAY,CA,92064,ENGINEER 3,41.97
"ANR CAPITAL, INC",SAN JOSE,CA,95112,COMPUTER SYSTEMS ANALYST,48110
"THE TIMING, INC.",VERNON,CA,90058,COMPUTER SYSTEMS ANALYST,29
"KAYAN SECURITIES, INC.",LOS ANGELES,CA,90010,FINANCIAL ANALYST,27.05
AMERIINFO INC,CUPERTINO,CA,95014,NETWORK ADMINISTRATOR,69000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST II,80000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,131300
EBAY INC.,SAN JOSE,CA,95125,SOFTWARE ENGINEER 3,108879
PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO),NEWPORT BEACH,CA,92660,APPLICATION DEVELOPER,110000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,MEDIA MANAGEMENT ASSOCIATE,68702
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
GREENLIGHT FINANCIAL SERVICES,IRVINE,CA,92612,FINANCIAL ANALYST,25.87
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, STAFF II - ELECTRONIC DESIGN",103230
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,54288
"OTEN, INC.",IRVINE,CA,92614,MATERIALS CHEMIST,52000
DECURION MANAGEMENT COMPANY,LOS ANGELES,CA,90048,ETL (EXTRACT TRANSFER LOAD) SPECIALIST (SOFTWARE E,117333
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,94720,POSTDOCTORAL SCHOLAR EMPLOYEE,61882
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 4),104000
APPLE INC.,CUPERTINO,CA,95014,ICLOUD SOFTWARE QA ENGINEER,55
INTEL CORPORATION,SANTA CLARA,CA,95054,GRAPHICS SOFTWARE ENGINEER,84552
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,85051.2
INTEL CORPORATION,SANTA CLARA,CA,95054,COMPONENT DESIGN ENGINEER,81307
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,41538
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,54475
"CLOSET, INC",LOS ANGELES,CA,90023,FASHION DESIGNER,17.84
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,64480
"HEWLETT-PACKARD STATE & LOCAL ENTERPRISE SERVICES,",CUPERTINO,CA,95014,ITO SERVICE DELIVERY CONSULTANT,80038
DTI SERVICES INC.,LOS ANGELES,CA,90017,MARKET RESEARCH ANALYST,38316
INTEL CORPORATION,SANTA CLARA,CA,95054,COMPONENT DESIGN ENGINEER,75630
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, SENIOR ANALOG DESIGN",95000
"GAIA INTERACTIVE, INC.",SAN JOSE,CA,95110,SOFTWARE ENGINEER,90000
"AGREEYA SOLUTIONS, INC.",FOLSOM,CA,95630,SOFTWARE ENGINEER,84302
JASPERSOFT CORPORATION,SAN FRANCISCO,CA,94107,SOFTWARE ANALYST,60000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
"SYSINTELLI, INC",SAN DIEGO,CA,92126,SYSTEMS ANALYST,61000
"INVENGER TECHNOLOGIES, INC.",SIMI VALLEY,CA,93063-0467,PROGRAMMER / ANALYST,75000
"SYSAZZLE, INC.",NORWALK,CA,90650,SAP CONSULTANT (COMPUTER SYSTEMS ANALYST),1.00E+05
AVERY DENNISON CORPORATION,PASADENA,CA,91103,TECHNICAL GENERALIST,67500
FORTUNE TECHNOLOGIES INC,SUNNYVALE,CA,94085,COMPUTER SYSTEMS ANALYST,62000
PANASONIC AVIONICS CORPORATION,LAKE FOREST,CA,92630,ENGINEER/SATELLITE NETWORK,1.00E+05
APPLE INC.,CUPERTINO,CA,95014,SOFTWARE ENGINEER,110000
"TELEDYNE RD INSTRUMENTS, INC.",POWAY,CA,92064,APPLICATIONS ENGINEER (TECHNICAL & SALES DEPARTMEN,34.92
YAHOO! INC.,SUNNYVALE,CA,94089,SOFTWARE ENGINEER (PROJECT/PROGRAM MGR IV),94685
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST II,80000
INMOBI INC.,SAN MATEO,CA,94403,SENIOR IOS DEVELOPER,130000
"SUNSET ARTS, LLC",WEST HOLLYWOOD,CA,90069,ART CURATOR,52000
"NIMBLE STORAGE, INC.",SAN JOSE,CA,95134,SOFTWARE ENGINEER,103709
APPLE INC.,CUPERTINO,CA,95014,ENGINEERING PROJECT MGR 4,135000
FOR MIA INC,BEVERLY HILLS,CA,90212,BOOKEEPING,15
MOBILE IRON INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE QA ENGINEER,99653
"PENSKE LOGISTICS, LLC",CORONA,CA,92880,FINANCIAL ANALYST,60000
"SPRINGSOFT USA, INC.",SAN JOSE,CA,95112,SR. APPLICATIONS ENGINEER,107994
"BLACKSTAR MARKETING, LLC",ALISO VIEJO,CA,92656,PROGRAMMER,70000
"GENENTECH, INC.",SOUTH SAN FRANCISCO,CA,94080,RESEARCH ASSOCIATE,73501.2
"SERVICE ORIENTED SOLUTIONS, LLC",NEWARK,CA,94560,DATAPOWER ADMINISTRATOR,60000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,SR. PROGRAMMER ANALYST,70040
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,PRODUCT MANAGER,149000
"KEVIN'S ENTERTAINMENT, LLC.",LOS ANGELES,CA,90067,SCREENWRITER,42640
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SOFTWARE/SYSTEMS TEST ENGINEER,79984
LOS ANGELES UNIFIED SCHOOL DISTRICT,LOS ANGELES,CA,90017,TEACHER,44071
APPLE INC.,CUPERTINO,CA,95014,SR. BLUETOOTH QA ENGINEER,95000
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, SR PRINCIPAL - IC DESIGN",142532
"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,"MANAGER, SALESFORCE MONITORING TOOLS",133800
INTEL CORPORATION,SANTA CLARA,CA,95054,GRAPHICS HARDWARE ENGINEER,96138
"ADAP.TV, INC.",SAN MATEO,CA,94403,SOFTWARE ENGINEER,90000
BUMBLE BEE FOODS LLC,SAN DIEGO,CA,92123,SENIOR PROCUREMENT ANALYST,67000
UST GLOBAL INC.,ALISO VIEJO,CA,92656,SYSTEMS ANALYST,69600
APPLE INC.,CUPERTINO,CA,95014,SW DEVELOP ENG 4,130000
"CYMER, INC.",SAN DIEGO,CA,92127,"FINANCIAL ANALYST (CSS FORECAST ANALYST, SR.)",74339
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,90095,ASSISTANT PROFESSOR,118500
EURAUPAIR INTERNATIONAL INC.,LAGUNA BEACH,CA,92651,PROGRAM DIRECTOR/ ADMINISTRATOR,38500
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,68000
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
LAKSILU INC,LOS ANGELES,CA,90013,SYSTEMS ENGINEER,58698
BINA TECHNOLOGIES INC.,REDWOOD CITY,CA,94065,BIOINFORMATICS SCIENTIST,80000
ACE CONSULTATION 1,PINE MOUNTAIN CLUB,CA,93222,"COOK, PRIVATE HOUSEHOLD",8.5
APPLE INC.,CUPERTINO,CA,95014,UNIX MESSAGING SYSTEM ADMIN,110000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,SR. PROGRAMMER ANALYST,71386
"OFFLINE, INC.",LOS ANGELES,CA,90011,NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR,25.27
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SALES MANAGER,136000
EBAY INC.,SAN JOSE,CA,95125,"MANAGER, VERTICAL MARKETING ANALYTICS",115000
YAHOO! INC.,SUNNYVALE,CA,94089,"TECHNICAL YAHOO!, SR. SOFTWARE DEVELOPER ENGINEER",133078
APPLE INC.,CUPERTINO,CA,95014,COMMODITY SPEC MANAGER 4,123649
APPLE INC.,CUPERTINO,CA,95014,SOFTWARE DEVELOPMENT ENGINEER,115000
"LIKELIVE, LLC",WOODLAND HILLS,CA,91364,COMPUTER SOFTWARE ENGINEER,90000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,59051
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,59592
"HP ENTERPRISE SERVICES, LLC",CUPERTINO,CA,95014,BUSINESS CONSULTANT,105456
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,192800
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,123500
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,91125,RESEARCHER,51000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
"LEGALZOOM.COM, INC.",GLENDALE,CA,91203,FILENET DEVELOPER,105040
"KNO, INC.",SANTA CLARA,CA,95054,SR. QUALITY ASSURANCE ENGINEER,90000
"AMSINO INTERNATIONAL, INC.",POMONA,CA,91767,SR. STRATEGIC SOURCING ANALYST,55100
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST - I,66000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,127000
"ADAPT.TV, INC.",SAN MATEO,CA,94403,SOFTWARE ENGINEER,96000
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),103000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST II,80000
APPLE INC.,CUPERTINO,CA,95014,MEDIA PERFORMANCE ENGINEER,127774
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,CA,95134,OEM SYSTEMS ENGINEER,69000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, STAFF RFIC DESIGN",120000
"TWITTER, INC.",SAN FRANCISCO,CA,94107,"DATA SCIENTIST, ANALYTICS",122200
"BEANCUBE, INC.",TORRANCE,CA,90503,SENIOR IT CONSULTANT,60882
"TRANSNATIVE ASSOCIATES, INC",SANTA CLARA,CA,95054,COMPUTER PROGRAMMER ANALYST,72000
"JUNIPER NETWORKS, INC.",SUNNYVALE,CA,94089,TEST ENGINEER,112715
SANDIA NATIONAL LABORATORIES,LIVERMORE,CA,94551,JBEI POSTDOCTORAL APPOINTEE,61400
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,91125,RESEARCHER,60690
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,1.00E+05
KLA-TENCOR CORPORATION,MILPITAS,CA,95035,APPLICATIONS DEVELOPMENT ENGINEER,77896
"FUNZIO, INC.",SAN FRANCISCO,CA,94105,CONCEPT ARTIST,43306
GENERAL IMAGING COMPANY,GARDENA,CA,90248,OPERATIONS RESEARCH ANALYST,65000
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,94720,"ASSOCIATE SPECIALIST, STEP 1",49824
"SCHEMATIC LABS, INC.",SAN FRANCISCO,CA,94103,ENGINEER,1.00E+05
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,CA,94720,PHYSICIST POSTDOCTORAL FELLOW,53880
DESIGN PLAY TECHNOLOGIES INC.,PALO ALTO,CA,94301,MECHANICAL ENGINEERING CAD TESTER,66000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, SENIOR SOFTWARE",95000
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),1.00E+05
"IDLE GAMES, INC.",SAN FRANCISCO,CA,94103,SENIOR MONETIZATION MANAGER,120000
AVOCENT FREMONT CORP.,FREMONT,CA,94358,SENIOR SOFTWARE DEVELOPER,123000
INGRAM MICRO INC.,SANTA ANA,CA,92705,ANALYST I - BUSINESS MODELING,62000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,SR. PROGRAMMER ANALYST,68640
"PANDA EXPRESS, INC.",ROSEMEAD,CA,91770,GENERAL MANAGER OF OPERATIONS,54000
APPLE INC.,CUPERTINO,CA,95014,SW DEVELOP ENG 3,118000
"CORELOGIC DORADO, LLC",SANTA ANA,CA,92707,SOFTWARE ARCHITECT,131414
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,SENIOR DATA SCIENTIST,96179
"PAYPAL, INC.",SAN JOSE,CA,95131,SOFTWARE ENGINEER 3,112000
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST- I,66000
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,82930
"CALLWAVE, INC.",SAN FRANCISCO,CA,94105,SOFTWARE SQ ENGINEER,71490
"CONEXANT SYSTEMS, INC.",NEWPORT BEACH,CA,92660,MIXED SIGNAL DESIGN STAFF ENGINEER,111134
PALO ALTO UNIFIED SCHOOL DISTRICT,PALO ALTO,CA,94306-1099,SPANISH TEACHER,71620.42
DABKICK,MENLO PARK,CA,94025,CHIEF TECHNOLOGY OFFICER,115000
"ASTEC AMERICA, INC.",CARLSBAD,CA,92008,MARKETING SPECIALIST,45000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,50128
"APPLIED STRATEGIES CONSULTING, LLC",SAN MATEO,CA,94404,SOFTWARE ENGINEEER,92019
SERVICE-NOW.COM,SAN DIEGO,CA,92130,SENIOR DEVELOPER (PRINCIPAL ENGINEER),133078
"ALLIED REHAB SERVICES, INC.",TORRANCE,CA,90502,PHYSICAL THERAPIST,36.5
"XAVIENT INFORMATION SYSTEMS, INC.",SIMI VALLEY,CA,93065,SENIOR JAVA/J2EE DEVELOPER,86000
"BRIDGE DESIGN, INC.",SAN FRANCISCO,CA,94110,ENGINEER,1.00E+05
"IDLE GAMES, INC.",SAN FRANCISCO,CA,94103,SENIOR MONETIZATION MANAGER,120000
YAHOO! INC.,SUNNYVALE,CA,94089,"TECHNICAL YAHOO!, DATABASE ADMINISTRATOR",93330
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, ASIC DESIGN",76000
"MEEBO, INC.",MOUNTAIN VIEW,CA,94041,SOFTWARE ENGINEER (PRODUCT MANAGER),116000
"GENENTECH, INC.",SOUTH SAN FRANCISCO,CA,94080,SENIOR SALES OPERATIONS ANALYST,130000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, DIGITAL IC DESIGN",70000
"DIGISOFT SOLUTIONS, INC.",SUNNYVALE,CA,94086,BUSINESS SYSTEMS ANALYST,72000
"LOCUS DEVELOPMENT, INC.",SAN FRANCISCO,CA,94107,SOFTWARE ENGINEER,125000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,68000
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,94720,WEB APPLICATIONS PROGRAMMER,75000
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,SALES MANAGER,101000
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, PRINCIPAL - SOFTWARE SYSTEMS",142875
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,56909
WS ACQUISITION CORP.,LARKSPUR,CA,94939,SENIOR GLOBAL WINE BUYER,90000
IT-SCIENT LLC,FREMONT,CA,94538,SYSTEMS ANALYST,72000
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,DIRECTOR - BUSINESS DEVELOPMENT/ SALES,101000
"J &AMP; A MARUNIX, INC.",SAN DIEGO,CA,92154,ACCOUNTING MANAGER,29.2
TIBCO SOFTWARE INC.,PALO ALTO,CA,94304,ASSOCIATE MEMBER OF TECHNCIAL STAFF,90000
"CADENCE DESIGN SYSTEMS, INC.",SAN JOSE,CA,95134,SENIOR APPLICATIONS ENGINEER,78511
"ACCELOPS, INC.",SANTA CLARA,CA,95054,CUSTOMER SUPPORT ENGINEER,115000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,136000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,NETWORK ADMINISTRATOR,68973
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,94143,ASSOCIATE SPECIALIST,57132
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,63066
"SYBASE, INC.",DUBLIN,CA,94568,"SR. STAFF SOFTWARE ENGINEER, DEVELOPMENT",115877
"ALLERGAN SALES, LLC",IRVINE,CA,92612,SOFTWARE QUALITY ENGINEER,92477
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.",STANFORD,CA,94305,BASIC LIFE SCIENCE RESEARCH ASSOCIATE,61500
"QUALCOMM INNOVATION CENTER, INC.",SAN DIEGO,CA,92121,SENIOR SOFTWARE ENGINEER,83595.2
UST GLOBAL INC.,ALISO VIEJO,CA,92656,COMPUTER SYSTEMS ANALYST,49000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,66560
INTEL CORPORATION,SANTA CLARA,CA,95054,PRODUCT ENGINEER,81307
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST I,66000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,95054,"ENGINEER, DIGITAL IC DESIGN",76000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,115000
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,SYSTEMS ANALYST,85300
APPLE INC.,CUPERTINO,CA,95014,ART DIRECTOR,120000
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,94143,ASSOCIATE SPECIALIST,49824
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
BAY COMPUTING GROUP INC.,CONCORD,CA,94520,COMPUTER SYSTEMS ANALYST,26.75
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,COMPUTER SYSTEMS ENGINEER (TECH ANALYST 3-SUPPORT),68536
APPLE INC.,CUPERTINO,CA,95014,LOCALIZATION ENGINEER 4,120000
